ID,Message_Text,Type,Platform,Has_Link,Has_Urgency_Keywords,Sender,Message_Length,Num_Links,Suspicious_Keyword_Count
17724,तात्कालिक कार्य आवश्यक! आफ्नो पासवर्ड सत्यापित गर्नुहोस्: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,81,1,1
17725,Meeting at your package tomorrow. Don't be late.,Legit,Email,1,0,Colleague,48,0,0
17726,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,WhatsApp,0,0,Friend,51,0,0
17727,Your package will arrive on your package. Track here: http://trackingservice.com/track,Legit,Email,1,0,Colleague,86,1,0
17728,Meeting at 10 AM tomorrow. Don't be late.,Legit,Email,0,0,Friend,41,0,0
17729,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Service,34,0,0
17730,You received a payment of $payment. Click http://fakebank.com/login to accept it.,Phishing,Email,1,1,Bank,81,1,1
17731,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् password,Phishing,WhatsApp,1,1,Unknown,68,0,1
17732,Your package will arrive on तपाईंको प्याकेज. Track here: http://calendar.com/appointment,Legit,Email,1,0,Service,88,1,0
17733,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,1,0,Service,47,0,0
17734,Congratulations! You won a खाता. Claim here: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,70,1,3
17735,Your account has been compromised. Click पासवर्ड to secure it.,Phishing,WhatsApp,1,1,Bank,62,0,2
17736,Immediate action required! Verify your भुक्तानी now: http://claimprize.com/win,Phishing,Email,1,1,Bank,78,1,4
17737,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,WhatsApp,1,0,Friend,51,0,0
17738,Your account has been compromised. Click password to secure it.,Phishing,WhatsApp,1,1,Service,63,0,3
17739,तपाईंको प्याकेज तपाईंको प्याकेज मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: ,Legit,SMS,0,0,Service,81,0,0
17740,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Colleague,47,0,0
17741,बधाई छ! तपाईंले पासवर्ड जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Bank,81,1,3
17742,भोलि your package मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,1,0,Service,45,0,0
17743,You received a payment of $password. Click http://fakebank.com/login to accept it.,Phishing,Email,1,1,Service,82,1,2
17744,Meeting at 10 AM tomorrow. Don't be late.,Legit,SMS,1,0,Friend,41,0,0
17745,You received a payment of $पासवर्ड. Click http://bit.ly/secure123 to accept it.,Phishing,Email,1,1,Unknown,79,1,1
17746,Your package will arrive on your package. Track here: ,Legit,Email,0,0,Service,54,0,0
17747,"Hey, can we catch up this weekend?",Legit,SMS,0,0,Colleague,34,0,0
17748,Reminder: Your appointment is scheduled for तपाईंको प्याकेज,Legit,Email,0,0,Friend,59,0,0
17749,भोलि Monday मा बैठक छ। ढिला नगर्नुहोस्।,Legit,SMS,0,0,Friend,39,0,0
17750,Congratulations! You won a खाता. Claim here: http://bit.ly/secure123,Phishing,Email,1,1,Service,68,1,1
17751,Meeting at सप्ताहन्त tomorrow. Don't be late.,Legit,WhatsApp,0,0,Service,45,0,0
17752,Reminder: Your appointment is scheduled for next week,Legit,Email,1,0,Service,53,0,0
17753,"Hey, can we catch up this weekend?",Legit,Email,1,0,Service,34,0,0
17754,Your payment subscription is expiring. Renew now: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,75,1,0
17755,तात्कालिक कार्य आवश्यक! आफ्नो password सत्यापित गर्नुहोस्: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,82,1,2
17756,Congratulations! You won a payment. Claim here: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,73,1,3
17757,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,Email,1,0,Service,51,0,0
17758,भोलि सप्ताहन्त मा बैठक छ। ढिला नगर्नुहोस्।,Legit,SMS,0,0,Friend,42,0,0
17759,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् account,Phishing,Email,1,1,Bank,67,0,1
17760,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Service,47,0,0
17761,बधाई छ! तपाईंले iPhone जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,80,1,3
17762,Your iPhone subscription is expiring. Renew now: http://claimprize.com/win,Phishing,Email,1,1,Unknown,74,1,2
17763,"Hey, can we catch up this weekend?",Legit,WhatsApp,0,0,Service,34,0,0
17764,Your package will arrive on सप्ताहन्त. Track here: ,Legit,Email,0,0,Friend,51,0,0
17765,भोलि सप्ताहन्त मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,1,0,Colleague,42,0,0
17766,Meeting at next week tomorrow. Don't be late.,Legit,Email,0,0,Colleague,45,0,0
17767,तपाईंलाई $account को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,96,1,2
17768,Immediate action required! Verify your account now: http://fakebank.com/login,Phishing,SMS,1,1,Service,77,1,2
17769,Reminder: Your appointment is scheduled for your package,Legit,WhatsApp,0,0,Friend,56,0,0
17770,"Hey, can we catch up this weekend?",Legit,Email,0,0,Colleague,34,0,0
17771,स्मरण: तपाईंको भेटघाट तपाईंको प्याकेज मा तय गरिएको छ।,Legit,SMS,1,0,Colleague,53,0,0
17772,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,WhatsApp,1,0,Friend,31,0,0
17773,तात्कालिक कार्य आवश्यक! आफ्नो account सत्यापित गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Bank,83,1,2
17774,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,0,0,Friend,47,0,0
17775,Immediate action required! Verify your account now: http://bit.ly/secure123,Phishing,SMS,1,1,Bank,75,1,2
17776,Your खाता subscription is expiring. Renew now: http://fakebank.com/login,Phishing,Email,1,1,Service,72,1,0
17777,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,WhatsApp,1,0,Colleague,31,0,0
17778,Congratulations! You won a खाता. Claim here: http://fakebank.com/login,Phishing,WhatsApp,1,1,Service,70,1,1
17779,Your पासवर्ड subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,73,1,0
17780,तपाईंको पासवर्ड सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,79,1,2
17781,Your account has been compromised. Click password to secure it.,Phishing,SMS,1,1,Service,63,0,3
17782,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Service,34,0,0
17783,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Unknown,82,1,3
17784,"Hey, can we catch up this weekend?",Legit,WhatsApp,1,0,Colleague,34,0,0
17785,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,1,0,Colleague,47,0,0
17786,तपाईंको प्याकेज तपाईंको प्याकेज मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://trackingservice.com/track,Legit,Email,1,0,Colleague,113,1,0
17787,Meeting at 10 AM tomorrow. Don't be late.,Legit,WhatsApp,1,0,Service,41,0,0
17788,Immediate action required! Verify your payment now: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,75,1,1
17789,You received a payment of $password. Click http://claimprize.com/win to accept it.,Phishing,Email,1,1,Bank,82,1,4
17790,बधाई छ! तपाईंले password जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Service,82,1,2
17791,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Friend,47,0,0
17792,Reminder: Your appointment is scheduled for भोलि,Legit,Email,1,0,Friend,48,0,0
17793,You received a payment of $खाता. Click http://claimprize.com/win to accept it.,Phishing,WhatsApp,1,1,Unknown,78,1,3
17794,Reminder: Your appointment is scheduled for भोलि,Legit,Email,1,0,Service,48,0,0
17795,Congratulations! You won a पासवर्ड. Claim here: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,73,1,1
17796,You received a payment of $iPhone. Click http://bit.ly/secure123 to accept it.,Phishing,WhatsApp,1,1,Service,78,1,1
17797,भोलि your package मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,1,0,Colleague,45,0,0
17798,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,Email,0,0,Friend,51,0,0
17799,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,SMS,1,0,Colleague,31,0,0
17800,You received a payment of $iPhone. Click http://bit.ly/secure123 to accept it.,Phishing,SMS,1,1,Unknown,78,1,1
17801,Your package will arrive on भोलि. Track here: http://trackingservice.com/track,Legit,WhatsApp,1,0,Service,78,1,0
17802,Happy Birthday! Wishing you a great year ahead.,Legit,Email,0,0,Colleague,47,0,0
17803,Reminder: Your appointment is scheduled for भोलि,Legit,Email,1,0,Service,48,0,0
17804,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,1,0,Friend,51,0,0
17805,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Service,47,0,0
17806,"Hey, can we catch up this weekend?",Legit,SMS,0,0,Friend,34,0,0
17807,Reminder: Your appointment is scheduled for तपाईंको प्याकेज,Legit,WhatsApp,1,0,Friend,59,0,0
17808,Your account has been compromised. Click खाता to secure it.,Phishing,Email,1,1,Bank,59,0,2
17809,Your iPhone subscription is expiring. Renew now: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,74,1,0
17810,स्मरण: तपाईंको भेटघाट सप्ताहन्त मा तय गरिएको छ।,Legit,WhatsApp,1,0,Friend,47,0,0
17811,Meeting at Monday tomorrow. Don't be late.,Legit,WhatsApp,1,0,Service,42,0,0
17812,Congratulations! You won a खाता. Claim here: http://fakebank.com/login,Phishing,SMS,1,1,Service,70,1,1
17813,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Service,47,0,0
17814,"Hey, can we catch up this weekend?",Legit,WhatsApp,0,0,Colleague,34,0,0
17815,Reminder: Your appointment is scheduled for 10 AM,Legit,SMS,1,0,Colleague,49,0,0
17816,तपाईंलाई $iPhone को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://claimprize.com/win,Phishing,WhatsApp,1,1,Bank,97,1,3
17817,Your package will arrive on next week. Track here: http://calendar.com/appointment,Legit,WhatsApp,1,0,Friend,82,1,0
17818,Congratulations! You won a पासवर्ड. Claim here: http://claimprize.com/win,Phishing,Email,1,1,Service,73,1,3
17819,तात्कालिक कार्य आवश्यक! आफ्नो खाता सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Service,80,1,3
17820,"Hey, can we catch up this weekend?",Legit,WhatsApp,1,0,Service,34,0,0
17821,तात्कालिक कार्य आवश्यक! आफ्नो payment सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Service,83,1,3
17822,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,Email,1,0,Service,51,0,0
17823,भोलि your package मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,0,0,Friend,45,0,0
17824,Your account has been compromised. Click iPhone to secure it.,Phishing,SMS,1,1,Bank,61,0,2
17825,Reminder: Your appointment is scheduled for भोलि,Legit,Email,1,0,Colleague,48,0,0
17826,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,0,0,Colleague,47,0,0
17827,Reminder: Your appointment is scheduled for सप्ताहन्त,Legit,WhatsApp,0,0,Colleague,53,0,0
17828,You received a payment of $पासवर्ड. Click http://claimprize.com/win to accept it.,Phishing,SMS,1,1,Service,81,1,3
17829,Meeting at सप्ताहन्त tomorrow. Don't be late.,Legit,Email,0,0,Service,45,0,0
17830,Immediate action required! Verify your खाता now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Bank,74,1,3
17831,Congratulations! You won a payment. Claim here: http://claimprize.com/win,Phishing,WhatsApp,1,1,Bank,73,1,3
17832,Your भुक्तानी subscription is expiring. Renew now: http://fakebank.com/login,Phishing,Email,1,1,Unknown,76,1,1
17833,Meeting at your package tomorrow. Don't be late.,Legit,SMS,1,0,Service,48,0,0
17834,Your भुक्तानी subscription is expiring. Renew now: http://fakebank.com/login,Phishing,SMS,1,1,Bank,76,1,1
17835,Congratulations! You won a भुक्तानी. Claim here: http://bit.ly/secure123,Phishing,SMS,1,1,Bank,72,1,2
17836,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,SMS,1,0,Colleague,31,0,0
17837,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,SMS,1,0,Service,31,0,0
17838,तात्कालिक कार्य आवश्यक! आफ्नो पासवर्ड सत्यापित गर्नुहोस्: http://fakebank.com/login,Phishing,Email,1,1,Unknown,83,1,1
17839,बधाई छ! तपाईंले iPhone जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Unknown,80,1,3
17840,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://fakebank.com/login,Phishing,Email,1,1,Unknown,82,1,1
17841,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् payment,Phishing,WhatsApp,1,1,Bank,67,0,0
17842,भोलि your package मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,0,0,Service,45,0,0
17843,Congratulations! You won a payment. Claim here: http://claimprize.com/win,Phishing,Email,1,1,Service,73,1,3
17844,बधाई छ! तपाईंले account जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,79,1,2
17845,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,WhatsApp,1,0,Colleague,51,0,0
17846,Your account has been compromised. Click iPhone to secure it.,Phishing,Email,1,1,Unknown,61,0,2
17847,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् भुक्तानी,Phishing,WhatsApp,1,1,Unknown,68,0,1
17848,You received a payment of $iPhone. Click http://claimprize.com/win to accept it.,Phishing,Email,1,1,Service,80,1,3
17849,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,Email,1,0,Friend,51,0,0
17850,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,WhatsApp,0,0,Colleague,31,0,0
17851,तात्कालिक कार्य आवश्यक! आफ्नो भुक्तानी सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,84,1,4
17852,You received a payment of $password. Click http://fakebank.com/login to accept it.,Phishing,WhatsApp,1,1,Bank,82,1,2
17853,Congratulations! You won a पासवर्ड. Claim here: http://bit.ly/secure123,Phishing,SMS,1,1,Service,71,1,1
17854,Immediate action required! Verify your खाता now: http://fakebank.com/login,Phishing,Email,1,1,Service,74,1,1
17855,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,1,0,Colleague,51,0,0
17856,Your iPhone subscription is expiring. Renew now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Service,74,1,2
17857,Meeting at Monday tomorrow. Don't be late.,Legit,WhatsApp,1,0,Colleague,42,0,0
17858,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,82,1,1
17859,तपाईंलाई $account को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://claimprize.com/win,Phishing,WhatsApp,1,1,Bank,98,1,4
17860,Your payment subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Service,73,1,0
17861,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् payment,Phishing,SMS,1,1,Service,67,0,0
17862,Your package will arrive on Monday. Track here: http://trackingservice.com/track,Legit,Email,1,0,Friend,80,1,0
17863,तपाईंलाई $पासवर्ड को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,98,1,3
17864,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,0,0,Friend,47,0,0
17865,Congratulations! You won a password. Claim here: http://claimprize.com/win,Phishing,Email,1,1,Unknown,74,1,4
17866,तपाईंको प्याकेज Monday मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://calendar.com/appointment,Legit,SMS,1,0,Service,103,1,0
17867,Reminder: Your appointment is scheduled for 10 AM,Legit,Email,0,0,Friend,49,0,0
17868,You received a payment of $iPhone. Click http://bit.ly/secure123 to accept it.,Phishing,Email,1,1,Bank,78,1,1
17869,बधाई छ! तपाईंले खाता जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://fakebank.com/login,Phishing,WhatsApp,1,1,Bank,78,1,1
17870,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Bank,80,1,1
17871,Congratulations! You won a payment. Claim here: http://bit.ly/secure123,Phishing,SMS,1,1,Unknown,71,1,1
17872,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,WhatsApp,0,0,Service,51,0,0
17873,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://fakebank.com/login,Phishing,WhatsApp,1,1,Bank,82,1,1
17874,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,WhatsApp,1,0,Colleague,51,0,0
17875,Congratulations! You won a account. Claim here: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,71,1,2
17876,Immediate action required! Verify your खाता now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Service,74,1,3
17877,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Colleague,34,0,0
17878,Immediate action required! Verify your account now: http://fakebank.com/login,Phishing,SMS,1,1,Bank,77,1,2
17879,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,0,0,Friend,47,0,0
17880,You received a payment of $खाता. Click http://claimprize.com/win to accept it.,Phishing,WhatsApp,1,1,Bank,78,1,3
17881,Reminder: Your appointment is scheduled for तपाईंको प्याकेज,Legit,Email,0,0,Friend,59,0,0
17882,बधाई छ! तपाईंले पासवर्ड जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Service,81,1,1
17883,Your package will arrive on your package. Track here: http://calendar.com/appointment,Legit,Email,1,0,Colleague,85,1,0
17884,Your iPhone subscription is expiring. Renew now: http://fakebank.com/login,Phishing,Email,1,1,Unknown,74,1,0
17885,तात्कालिक कार्य आवश्यक! आफ्नो भुक्तानी सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,84,1,4
17886,भोलि your package मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,0,0,Friend,45,0,0
17887,तपाईंको password सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,80,1,3
17888,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,WhatsApp,0,0,Friend,51,0,0
17889,Your package will arrive on तपाईंको प्याकेज. Track here: http://calendar.com/appointment,Legit,WhatsApp,1,0,Colleague,88,1,0
17890,भोलि तपाईंको प्याकेज मा बैठक छ। ढिला नगर्नुहोस्।,Legit,SMS,0,0,Service,48,0,0
17891,Immediate action required! Verify your iPhone now: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,74,1,1
17892,Meeting at next week tomorrow. Don't be late.,Legit,Email,0,0,Friend,45,0,0
17893,You received a payment of $iPhone. Click http://fakebank.com/login to accept it.,Phishing,SMS,1,1,Service,80,1,1
17894,बधाई छ! तपाईंले पासवर्ड जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Service,81,1,3
17895,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,WhatsApp,1,0,Service,31,0,0
17896,Immediate action required! Verify your पासवर्ड now: http://fakebank.com/login,Phishing,SMS,1,1,Bank,77,1,1
17897,Immediate action required! Verify your account now: http://claimprize.com/win,Phishing,SMS,1,1,Service,77,1,4
17898,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् account,Phishing,WhatsApp,1,1,Bank,67,0,1
17899,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् भुक्तानी,Phishing,Email,1,1,Bank,68,0,1
17900,भोलि next week मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,0,0,Friend,42,0,0
17901,बधाई छ! तपाईंले पासवर्ड जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Bank,79,1,1
17902,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,1,0,Colleague,51,0,0
17903,Your package will arrive on भोलि. Track here: http://trackingservice.com/track,Legit,SMS,1,0,Friend,78,1,0
17904,Your account has been compromised. Click पासवर्ड to secure it.,Phishing,SMS,1,1,Service,62,0,2
17905,Reminder: Your appointment is scheduled for next week,Legit,WhatsApp,0,0,Colleague,53,0,0
17906,Your account has been compromised. Click payment to secure it.,Phishing,SMS,1,1,Service,62,0,2
17907,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् पासवर्ड,Phishing,WhatsApp,1,1,Unknown,67,0,0
17908,Your package will arrive on your package. Track here: http://trackingservice.com/track,Legit,SMS,1,0,Friend,86,1,0
17909,Immediate action required! Verify your password now: http://fakebank.com/login,Phishing,SMS,1,1,Bank,78,1,2
17910,बधाई छ! तपाईंले password जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Bank,82,1,4
17911,Reminder: Your appointment is scheduled for Monday,Legit,Email,1,0,Colleague,50,0,0
17912,Immediate action required! Verify your पासवर्ड now: http://fakebank.com/login,Phishing,WhatsApp,1,1,Unknown,77,1,1
17913,Immediate action required! Verify your password now: http://fakebank.com/login,Phishing,Email,1,1,Unknown,78,1,2
17914,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Colleague,47,0,0
17915,Your account has been compromised. Click भुक्तानी to secure it.,Phishing,WhatsApp,1,1,Unknown,63,0,3
17916,Meeting at भोलि tomorrow. Don't be late.,Legit,SMS,1,0,Colleague,40,0,0
17917,तपाईंको पासवर्ड सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,79,1,0
17918,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Friend,47,0,0
17919,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Friend,47,0,0
17920,Congratulations! You won a भुक्तानी. Claim here: http://claimprize.com/win,Phishing,Email,1,1,Service,74,1,4
17921,Your package will arrive on Monday. Track here: ,Legit,SMS,0,0,Colleague,48,0,0
17922,स्मरण: तपाईंको भेटघाट तपाईंको प्याकेज मा तय गरिएको छ।,Legit,SMS,1,0,Colleague,53,0,0
17923,तपाईंलाई $account को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Unknown,96,1,2
17924,You received a payment of $payment. Click http://bit.ly/secure123 to accept it.,Phishing,SMS,1,1,Bank,79,1,1
17925,Immediate action required! Verify your payment now: http://claimprize.com/win,Phishing,Email,1,1,Unknown,77,1,3
17926,You received a payment of $पासवर्ड. Click http://bit.ly/secure123 to accept it.,Phishing,Email,1,1,Service,79,1,1
17927,तात्कालिक कार्य आवश्यक! आफ्नो भुक्तानी सत्यापित गर्नुहोस्: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Service,82,1,2
17928,तात्कालिक कार्य आवश्यक! आफ्नो पासवर्ड सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Bank,83,1,3
17929,तपाईंको प्याकेज 10 AM मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: ,Legit,Email,0,0,Colleague,71,0,0
17930,तात्कालिक कार्य आवश्यक! आफ्नो payment सत्यापित गर्नुहोस्: http://fakebank.com/login,Phishing,WhatsApp,1,1,Bank,83,1,1
17931,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् खाता,Phishing,WhatsApp,1,1,Service,64,0,0
17932,You received a payment of $payment. Click http://fakebank.com/login to accept it.,Phishing,WhatsApp,1,1,Unknown,81,1,1
17933,Your package will arrive on 10 AM. Track here: http://calendar.com/appointment,Legit,WhatsApp,1,0,Colleague,78,1,0
17934,Reminder: Your appointment is scheduled for next week,Legit,WhatsApp,1,0,Service,53,0,0
17935,"Hey, can we catch up this weekend?",Legit,Email,1,0,Friend,34,0,0
17936,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,0,0,Colleague,47,0,0
17937,Reminder: Your appointment is scheduled for next week,Legit,SMS,0,0,Friend,53,0,0
17938,You received a payment of $पासवर्ड. Click http://fakebank.com/login to accept it.,Phishing,Email,1,1,Unknown,81,1,1
17939,Congratulations! You won a iPhone. Claim here: http://claimprize.com/win,Phishing,SMS,1,1,Service,72,1,3
17940,स्मरण: तपाईंको भेटघाट next week मा तय गरिएको छ।,Legit,Email,1,0,Colleague,47,0,0
17941,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Colleague,47,0,0
17942,बधाई छ! तपाईंले payment जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://fakebank.com/login,Phishing,Email,1,1,Unknown,81,1,1
17943,Your account has been compromised. Click password to secure it.,Phishing,SMS,1,1,Unknown,63,0,3
17944,Your account subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,SMS,1,1,Bank,73,1,1
17945,Immediate action required! Verify your पासवर्ड now: http://claimprize.com/win,Phishing,SMS,1,1,Service,77,1,3
17946,Your पासवर्ड subscription is expiring. Renew now: http://fakebank.com/login,Phishing,WhatsApp,1,1,Bank,75,1,0
17947,Your account has been compromised. Click password to secure it.,Phishing,SMS,1,1,Bank,63,0,3
17948,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् पासवर्ड,Phishing,SMS,1,1,Unknown,67,0,0
17949,स्मरण: तपाईंको भेटघाट your package मा तय गरिएको छ।,Legit,Email,1,0,Service,50,0,0
17950,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,WhatsApp,0,0,Colleague,51,0,0
17951,Your package will arrive on your package. Track here: http://calendar.com/appointment,Legit,SMS,1,0,Friend,85,1,0
17952,तपाईंको खाता सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Bank,76,1,0
17953,Your account subscription is expiring. Renew now: http://claimprize.com/win,Phishing,SMS,1,1,Bank,75,1,3
17954,तपाईंको भुक्तानी सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Bank,80,1,3
17955,Congratulations! You won a iPhone. Claim here: http://fakebank.com/login,Phishing,SMS,1,1,Bank,72,1,1
